,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,RedElo,BlueElo
5180,Carlos Condit,Tyron Woodley,-200.0,185.0,50.0,185.0,2014-03-15,"Dallas, Texas, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,32.3333,0.65,0.0,0.0,0.0,1,1,5,0,0,0,0,2,0,0,2,Orthodox,175.26,187.96,170,0,1,0,55.2222,0.381,0.8889,0.4444,0.139,5,3,28,2,0,1,1,4,0,0,6,Orthodox,187.96,190.5,170,29,31,0,0,-4,-4,2,-23,-2,-2,0,-12.7,-2.54,-2,-22.8889,-0.8889,-0.4444,0.0,11.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,11.0,,,,,,Red,KO/TKO,,2.0,2:00,420.0,275.0,200.0,600.0,2500.0,200.0,725.0,1057.6779521073315,1018.4629903588512
5181,Diego Sanchez,Myles Jury,160.0,-170.0,160.0,58.8235,2014-03-15,"Dallas, Texas, USA", USA,Blue,False,Lightweight,MALE,3,0,4,0,23.75,0.3,0.5,2.25,0.54,4,0,9,0,0,1,1,1,1,0,4,Orthodox,177.8,185.42,145,1,0,0,36.5789,0.392,0.8421,1.3158,0.288,6,6,52,2,0,2,6,5,0,0,13,Southpaw,177.8,182.88,170,32,25,1,4,-2,-9,6,-43,-2,-4,1,0.0,2.54,7,-12.8289,-0.3421,0.9342,0.0,,15.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,250.0,120.0,1500.0,900.0,700.0,415.0,1001.239157930762,1077.9807218236124
5182,Jake Shields,Hector Lombard,160.0,-170.0,160.0,58.8235,2014-03-15,"Dallas, Texas, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,26.25,0.45,0.0,0.5,0.125,1,2,8,0,0,0,0,2,0,0,2,Southpaw,175.26,180.34,185,0,2,0,49.2857,0.377,0.0,1.4286,0.121,2,3,23,1,0,3,1,0,0,0,4,Orthodox,182.88,182.88,170,35,36,0,-1,-1,-2,1,-15,-1,2,0,-7.62,-2.54,-1,-23.0357,0.0,-0.9286,0.0,12.0,6.0,,,,,,,,6.0,,,,,,,,,,,,,12.0,,,,,,Red,U-DEC,,3.0,5:00,900.0,250.0,375.0,550.0,2500.0,2500.0,-105.0,1046.4976138910258,1010.4807703796406
5183,Ovince Saint Preux,Nikita Krylov,-500.0,435.0,20.0,435.0,2014-03-15,"Dallas, Texas, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,28.0,0.67,1.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,205,0,2,0,26.5,0.545,0.0,0.0,0.0,2,0,4,0,1,0,0,1,0,0,2,Southpaw,190.5,203.2,205,30,22,0,-1,-1,-1,-1,0,0,0,0,0.0,-7.62,8,1.5,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Other - Choke,1.0,1:29,89.0,313.0,800.0,650.0,1100.0,-127.0,550.0,1039.9413503545056,1000.0
5184,Kelvin Gastelum,Rick Story,-170.0,160.0,58.8235,160.0,2014-03-15,"Dallas, Texas, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,42.0714,0.411,0.9286,2.5,0.605,6,5,36,0,0,2,4,2,1,0,9,Southpaw,175.26,180.34,170,0,2,0,22.5,0.505,0.5,2.0,0.5,2,0,4,1,0,1,0,0,1,0,2,Southpaw,175.26,180.34,185,22,29,0,-1,4,7,-5,32,-1,2,0,0.0,0.0,-7,19.5714,0.4286,0.5,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,Blue,S-DEC,,3.0,5:00,900.0,188.0,228.0,400.0,1815.0,450.0,700.0,1040.130593518705,1048.3499786415912
5185,Raquel Pennington,Jessica Andrade,230.0,-250.0,230.0,40.0,2014-03-15,"Dallas, Texas, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,108.0,0.625,0.5,1.0,0.75,1,1,5,0,0,0,1,0,0,0,1,Orthodox,154.94,157.48,115,0,1,0,80.0,0.6,1.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,135,25,22,0,0,0,0,-1,2,0,0,0,-15.24,-12.7,3,28.0,-0.5,0.0,0.0,9.0,13.0,,,,13.0,,,,,,,,,,,,,9.0,,,,,,,,,,Blue,S-DEC,,3.0,5:00,900.0,345.0,114.0,2760.0,360.0,750.0,702.0,1020.0,998.9161778223724
5186,Dennis Bermudez,Jimy Hettes,-260.0,240.0,38.4615,240.0,2014-03-15,"Dallas, Texas, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,43.75,0.618,1.5,5.25,0.518,2,1,10,0,0,0,1,0,2,0,3,Southpaw,175.26,180.34,145,0,5,0,53.1667,0.432,1.5,3.3333,0.57,5,1,14,1,0,2,2,0,1,0,5,Orthodox,167.64,167.64,155,27,26,0,-4,-3,-2,0,-4,-1,0,1,7.62,12.7,1,-9.4167,0.0,1.9167,0.0,,12.0,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,Red,KO/TKO,Knee,3.0,2:57,777.0,120.0,340.0,1200.0,400.0,245.0,2525.0,1080.4515383697494,1035.848407526815
5187,Sean Spencer,Alex Garcia,290.0,-320.0,290.0,31.25,2014-03-15,"Dallas, Texas, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,9.0,0.6,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,182.88,170,0,2,0,72.0,0.29,0.0,0.0,0.0,2,1,9,0,0,1,1,0,0,0,2,Southpaw,177.8,190.5,170,26,26,0,-1,-1,-1,1,-8,0,1,0,-2.54,-7.62,0,-63.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,630.0,329.0,1268.0,200.0,700.0,217.0,1020.1078025472129,1020.0
5188,Renee Forte,Francisco Trevino,-155.0,145.0,64.5161,145.0,2014-03-15,"Dallas, Texas, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,1,0,0,26.6667,0.327,0.0,0.6667,0.22,1,2,7,0,0,0,1,0,0,0,1,Orthodox,170.18,180.34,155,26,32,1,0,-1,-1,2,-7,0,0,0,5.08,-2.54,-6,-26.6667,0.0,-0.6667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,209.0,305.0,807.0,990.0,280.0,450.0,981.349520167586,1000.0
5189,Will Campuzano,Justin Scoggins,550.0,-675.0,550.0,14.8148,2014-03-15,"Dallas, Texas, USA", USA,Blue,False,Flyweight,MALE,3,0,1,0,27.0,0.72,0.0,2.0,0.66,1,0,1,0,0,0,0,1,0,0,1,Southpaw,170.18,167.64,125,3,0,0,39.6667,0.38,0.0,1.6667,0.333,0,3,9,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,125,27,21,3,1,1,1,3,-8,0,1,0,-5.08,-10.16,6,-12.6667,0.0,0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,767.0,105.0,1500.0,700.0,2195.0,178.0,943.3771325051755,1020.0
5190,Bubba McDaniel,Sean Strickland,145.0,-155.0,145.0,64.5161,2014-03-15,"Dallas, Texas, USA", USA,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,170,1,0,0,24.5,0.445,1.5,0.5,0.165,1,1,6,0,0,0,0,0,1,0,1,Southpaw,190.5,190.5,185,30,23,1,0,-1,-1,1,-6,0,0,-1,-5.08,2.54,7,-24.5,-1.5,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,400.0,319.0,465.0,630.0,627.0,215.0,1002.8017824066064,1000.0
5191,Daniel Pineda,Rob Whiteford,-210.0,190.0,47.619,190.0,2014-03-15,"Dallas, Texas, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,15.0,0.53,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Southpaw,175.26,175.26,145,1,0,0,21.6667,0.505,0.6667,0.6667,0.332,2,3,10,0,0,0,0,0,3,0,3,Orthodox,170.18,175.26,145,28,30,0,0,-2,-3,2,-8,0,0,-3,5.08,0.0,-2,-6.6667,-0.6667,-0.6667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,349.0,350.0,178.0,1800.0,475.0,483.0,996.2211830331986,980.9672308296344
5192,Alexander Gustafsson,Jimi Manuwa,-525.0,450.0,19.0476,450.0,2014-03-08,"London, England, United Kingdom", United Kingdom,Red,False,Light Heavyweight,MALE,5,0,3,0,39.6667,0.613,0.3333,1.0,0.333,3,0,5,0,0,0,0,1,0,2,3,Orthodox,185.42,200.66,205,1,0,0,38.1111,0.349,0.5556,1.2222,0.309,6,2,19,1,0,0,2,3,2,0,7,Orthodox,195.58,200.66,205,27,34,1,3,-3,-4,2,-14,-1,0,-2,-10.16,0.0,-7,1.5556,-0.2222,-0.2222,0.0,11.0,1.0,,,,,,1.0,,,,,,,14.0,,,,,,11.0,,,,,,,,Red,KO/TKO,Knee,2.0,1:18,378.0,350.0,850.0,250.0,2000.0,140.0,600.0,1078.1982279835433,1060.893038070965
5193,Michael Johnson,Melvin Guillard,-150.0,140.0,66.6667,140.0,2014-03-08,"London, England, United Kingdom", United Kingdom,Red,False,Lightweight,MALE,3,1,0,0,20.2857,0.41,0.0952,0.6667,0.298,5,9,35,0,0,2,2,7,0,1,12,Orthodox,175.26,172.72,155,0,2,0,37.7,0.359,0.0,0.4,0.3,3,4,24,1,0,0,3,3,0,0,6,Southpaw,177.8,185.42,145,27,30,-1,-2,2,6,-5,11,-1,5,0,-2.54,-12.7,-3,-17.4143,0.0952,0.2667,0.0,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,200.0,500.0,,,,,1047.6227712131777,1028.673194766378
5194,Brad Pickett,Neil Seery,-1000.0,800.0,10.0,800.0,2014-03-08,"London, England, United Kingdom", United Kingdom,Red,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,1,0,0,35.3333,0.307,0.1667,1.5,0.395,2,3,12,0,0,1,0,1,1,0,3,Orthodox,167.64,172.72,135,35,34,1,0,-2,-3,3,-12,0,-1,-1,-5.08,-10.16,1,-35.3333,-0.1667,-1.5,0.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,250.0,1175.0,,,,,1005.2523524390957,1000.0
5195,Gunnar Nelson,Omari Akhmedov,-280.0,255.0,35.7143,255.0,2014-03-08,"London, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,0,1,0,14.0,0.7,1.0,1.0,0.2,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,185,0,2,0,25.5,0.71,1.0,1.5,0.75,2,0,4,0,0,0,1,0,1,0,2,Switch,180.34,182.88,170,25,26,0,-1,-1,-1,0,-3,0,1,-1,2.54,2.54,-1,-11.5,0.0,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,4:36,276.0,210.0,750.0,,,,,1035.6293640656597,1021.1500225556907
5196,Cyrille Diabate,Ilir Latifi,125.0,-135.0,125.0,74.0741,2014-03-08,"London, England, United Kingdom", United Kingdom,Blue,False,Light Heavyweight,MALE,3,1,0,0,18.0,0.16,0.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,205,1,0,0,36.2857,0.704,0.1429,0.7143,0.429,2,3,13,0,1,0,1,1,1,0,4,Southpaw,198.12,205.74,205,40,30,0,0,-2,-4,2,-10,0,-1,-1,-20.32,-20.32,10,-18.2857,-0.1429,0.2857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1.0,3:02,182.0,390.0,205.0,,,,,1015.2179772155548,980.0
5197,Luke Barnatt,Mats Nilsson,-430.0,345.0,23.2558,345.0,2014-03-08,"London, England, United Kingdom", United Kingdom,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,0,2,0,76.0,0.42,1.0,1.0,0.75,2,0,5,0,0,0,1,0,1,0,2,Orthodox,198.12,195.58,185,25,30,0,-2,-2,-2,0,-5,0,0,-1,-12.7,-7.62,-5,-76.0,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,4:24,264.0,150.0,470.0,,,,,1041.1847145888703,1000.0
5198,Bradley Scott,Claudio Silva,-225.0,205.0,44.4444,205.0,2014-03-08,"London, England, United Kingdom", United Kingdom,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,180.34,170,0,1,0,34.5,0.46,1.0,0.5,0.1,1,1,4,1,0,0,0,0,1,0,1,Orthodox,185.42,193.04,170,24,31,0,-1,-1,-1,1,-4,-1,0,-1,-5.08,-12.7,-7,-34.5,-1.0,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,185.0,550.0,,,,,1000.0143901071974,1000.0
5199,Igor Araujo,Danny Mitchell,-265.0,225.0,37.7358,225.0,2014-03-08,"London, England, United Kingdom", United Kingdom,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,170,0,1,0,21.0,0.41,1.0,1.0,0.16,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,195.58,170,33,27,0,-1,-1,-1,0,-3,0,0,0,2.54,-7.62,6,-21.0,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,170.0,355.0,,,,,1022.1745147594194,1000.0
5200,Dong Hyun Kim,John Hathaway,-290.0,260.0,34.4828,260.0,2014-03-01,"Macau, China", China,Red,False,Welterweight,MALE,5,0,3,0,47.875,0.413,0.875,2.5,0.403,4,1,22,0,0,1,5,1,0,0,7,Orthodox,185.42,190.5,170,0,3,0,25.3333,0.526,0.5833,2.5833,0.522,3,3,31,0,0,1,6,2,0,0,9,Southpaw,187.96,193.04,170,32,26,0,0,1,-2,2,-9,0,-1,0,-2.54,-2.54,6,22.5417,0.2917,-0.0833,0.0,,11.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Elbow,3.0,1:02,662.0,115.0,450.0,560.0,1500.0,300.0,700.0,1071.8115560913782,1058.0212915374248
5201,Sai Wang,Zhang Lipeng,-295.0,265.0,33.8983,265.0,2014-03-01,"Macau, China", China,Blue,True,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,180.34,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,182.88,170,28,23,0,0,0,0,0,0,0,0,0,-2.54,-2.54,5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,369.0,,,,,,1000.0,1000.0
5202,Matt Mitrione,Shawn Jordan,-115.0,105.0,86.9565,105.0,2014-03-01,"Macau, China", China,Red,False,Heavyweight,MALE,3,1,0,0,26.6,0.488,0.0,0.4,0.2,2,2,9,0,0,0,0,3,0,0,3,Southpaw,182.88,190.5,260,1,0,0,26.1111,0.553,0.4444,0.0,0.0,5,3,16,0,0,0,1,5,0,0,6,Switch,190.5,200.66,265,35,29,0,0,-3,-3,1,-7,0,-2,0,-7.62,-10.16,6,0.4889,-0.4444,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:59,299.0,499.0,516.0,,,,,1026.578755540885,1019.1634796885745
5203,Hatsu Hioki,Ivan Menjivar,-475.0,420.0,21.0526,420.0,2014-03-01,"Macau, China", China,Red,False,Featherweight,MALE,3,2,0,0,22.5,0.453,0.625,0.25,0.25,3,4,16,0,0,0,1,1,2,0,4,Orthodox,167.64,162.56,145,3,0,0,36.0,0.46,0.6,1.8,0.496,2,3,15,0,0,1,1,0,0,0,2,Orthodox,180.34,177.8,145,30,31,1,0,1,2,-1,1,0,1,2,-12.7,-15.24,-1,-13.5,0.025,-1.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,neither,U-DEC,,3.0,5:00,900.0,-130.0,525.0,,,,,984.4481824026527,1010.6886686856461
5204,Kazuki Tokudome,Yui Chul Nam,185.0,-200.0,185.0,50.0,2014-03-01,"Macau, China", China,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,145,1,0,0,38.0,0.375,0.0,1.5,0.6,1,1,6,0,0,0,1,0,0,0,1,Southpaw,180.34,185.42,155,26,32,1,0,-1,-1,1,-6,0,0,0,-5.08,-10.16,-6,-38.0,0.0,-1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,251.0,165.0,,,,,1000.1243665980148,1000.0
5205,Nam Phan,Vaughan Lee,-160.0,150.0,62.5,150.0,2014-03-01,"Macau, China", China,Blue,False,Bantamweight,MALE,3,1,0,0,17.0,0.462,0.8,0.8,0.088,1,3,10,0,0,0,1,0,1,0,2,Orthodox,167.64,167.64,125,2,0,0,83.2857,0.361,0.1429,0.1429,0.143,1,5,21,0,0,1,1,0,0,0,2,Orthodox,167.64,177.8,135,30,31,1,0,0,0,2,-11,0,0,1,0.0,-10.16,-1,-66.2857,0.6571,0.6571,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,120.0,246.0,,,,,954.8514315191782,981.5843767806795
5206,Albert Cheng,An Ying Wang,125.0,-135.0,125.0,74.0741,2014-03-01,"Macau, China", China,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,188.0,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,179.07,170,29,22,0,0,0,0,0,0,0,0,0,2.54,8.93,7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,301.0,369.0,,,,,1000.0,1000.0
5207,Jumabieke Tuerxun,Mark Eddiva,-440.0,390.0,22.7273,390.0,2014-03-01,"Macau, China", China,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,27,28,0,0,0,0,0,0,0,0,0,2.54,2.54,-1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,149.0,768.0,,,,,1000.0,1000.0
5208,Ronda Rousey,Sara McMann,-360.0,325.0,27.7778,325.0,2014-02-22,"Las Vegas, Nevada, USA", USA,Red,True,Women's Bantamweight,FEMALE,5,0,1,0,8.0,0.88,0.0,2.0,1.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,167.64,167.64,135,0,2,0,23.5,0.565,2.0,3.5,0.875,2,0,4,2,0,0,0,0,2,0,2,Orthodox,170.18,172.72,135,27,33,0,-1,-1,-1,0,-3,-2,1,-2,-2.54,-5.08,-6,-15.5,-2.0,-1.5,0.0,4.0,0.0,,,,0.0,,,,,,,,,9.0,,,,4.0,,,,,,,,,,Red,KO/TKO,Knee,1.0,1:06,66.0,410.0,675.0,-175.0,1500.0,700.0,725.0,1037.7075346495083,1020.0
5209,Daniel Cormier,Patrick Cummins,-750.0,600.0,13.3333,600.0,2014-02-22,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,205,0,2,0,66.5,0.555,0.0,1.5,0.3,2,0,6,0,0,0,2,0,0,0,2,Orthodox,180.34,182.88,235,34,33,0,-2,-2,-2,0,-6,0,0,0,7.62,10.16,1,-66.5,0.0,-1.5,0.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:19,79.0,209.0,847.0,1040.0,2785.0,-165.0,2100.0,1041.6332616656457,1000.0
5210,Rory MacDonald,Demian Maia,-290.0,260.0,34.4828,260.0,2014-02-22,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,18.6471,0.498,1.0,2.2941,0.362,5,5,42,1,0,0,5,1,6,0,12,Southpaw,185.42,182.88,170,1,0,0,43.625,0.483,0.625,2.375,0.465,5,2,19,0,0,0,3,2,1,0,6,Orthodox,182.88,193.04,170,24,36,0,0,0,6,-3,23,1,-1,5,2.54,-10.16,-12,-24.9779,0.375,-0.0809,0.0,6.0,4.0,,,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,,Red,U-DEC,,3.0,5:00,900.0,,400.0,,550.0,,1500.0,1060.6322684234062,1043.7477394733583
5211,Mike Pyle,TJ Waldburger,-165.0,155.0,60.6061,155.0,2014-02-22,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,11.7143,0.589,2.5714,1.7143,0.543,2,3,12,0,0,0,1,0,3,0,4,Orthodox,180.34,190.5,170,1,0,0,18.5833,0.395,0.8333,0.9167,0.212,4,4,23,0,0,1,2,3,2,0,8,Orthodox,182.88,187.96,170,38,25,0,0,-2,-4,1,-11,0,-3,1,-2.54,2.54,13,-6.869,1.7381,0.7976,0.0,,15.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Elbows,3.0,4:03,843.0,350.0,400.0,675.0,550.0,140.0,675.0,1083.4450025446322,1019.0829557420711
5212,Robert Whittaker,Stephen Thompson,120.0,-130.0,120.0,76.9231,2014-02-22,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,2,0,44.25,0.533,0.0,1.0,0.375,2,1,9,0,0,0,1,2,0,0,3,Orthodox,182.88,190.5,170,1,0,0,61.3333,0.377,0.0,0.3333,0.333,2,1,9,1,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,23,31,1,2,0,1,0,0,-1,1,0,0.0,5.08,-8,-17.0833,0.0,0.6667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,3:43,223.0,350.0,215.0,725.0,1200.0,325.0,280.0,1019.6441250684587,1038.543219637378
5213,Alexis Davis,Jessica Eye,-150.0,140.0,66.6667,140.0,2014-02-22,"Las Vegas, Nevada, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,1,0,0,65.0,0.31,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,0,2,0,47.0,0.445,1.5,0.5,0.5,2,0,6,0,0,0,2,0,0,0,2,Orthodox,167.64,172.72,125,29,27,-1,-2,-2,-2,-1,-3,0,0,0,0.0,-5.08,2,18.0,-1.5,-0.5,0.0,5.0,3.0,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,183.0,180.0,300.0,2800.0,1050.0,1050.0,1038.9159714994232,1000.0
5214,Raphael Assuncao,Pedro Munhoz,-270.0,248.0,37.037,248.0,2014-02-22,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,0,5,0,34.5,0.433,0.3333,1.0,0.162,5,1,14,0,0,1,2,1,1,0,5,Orthodox,165.1,167.64,135,31,27,0,-5,-5,-5,1,-14,0,-1,-1,2.54,-2.54,4,-34.5,-0.3333,-1.0,0.0,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,100.0,343.0,485.0,1350.0,425.0,1925.0,1081.675901866277,1000.0
5215,Cody Gibson,Aljamain Sterling,280.0,-340.0,280.0,29.4118,2014-02-22,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,26,24,0,0,0,0,0,0,0,0,0,-7.62,0.0,2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,436.0,140.0,1350.0,195.0,1145.0,900.0,1000.0,1000.0
5216,Zach Makovsky,Joshua Sampo,-230.0,210.0,43.4783,210.0,2014-02-22,"Las Vegas, Nevada, USA", USA,Red,False,Flyweight,MALE,3,0,1,0,28.0,0.43,5.0,2.0,1.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,162.56,162.56,125,0,1,0,26.0,0.32,1.0,6.0,0.35,1,0,3,0,0,0,1,0,0,0,1,Southpaw,162.56,162.56,125,30,29,0,0,0,0,0,-1,0,0,1,0.0,0.0,1,2.0,4.0,-4.0,0.0,,10.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Red,,,,,,-120.0,329.0,435.0,700.0,750.0,2255.0,1019.7383711874711,1020.0
